clust,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
0,50,0,50,1,50,1,5073
0,97416,0,63679,29,0,0,5093
0,127768,0,65264,21,250,1,5064
0,139882,0,47089,15,0,0,4859
0,10740,0,0,0,0,0,4926
0,57330,0,380,3,0,0,4986
0,33560,0,2600,14,0,0,4604
0,53210,0,11422,10,0,0,4993
0,9795,0,0,0,0,0,4960
0,16984,0,10334,15,0,0,4884
0,46349,0,33923,20,1100,2,4856
0,118079,0,43298,16,500,1,4867
0,29632,0,0,0,0,0,4898
0,164307,0,21704,14,0,0,4023
0,13490,0,0,0,0,0,4870
0,36296,0,5780,6,0,0,4600
0,190429,6168,27500,11,1500,3,4974
0,120447,0,53804,15,350,1,4840
0,35094,0,4000,11,0,0,4944
0,208804,0,56204,31,500,1,4429
0,30662,0,0,0,0,0,4996
0,157452,0,45312,18,0,0,4471
0,24266,0,2375,12,0,0,4111
0,49991,0,44146,27,2510,4,4803
0,42275,925,4100,6,1600,5,4712
0,59162,0,2520,7,0,0,4726
0,109625,0,63372,19,500,1,5056
0,30486,0,0,0,0,0,5051
0,240904,2288,63385,22,350,1,5045
0,266776,0,8370,30,6520,28,5042
0,20818,0,15214,4,0,0,5036
0,106509,0,1113,7,0,0,5036
0,65982,0,1750,4,750,3,5030
0,9002,0,1586,9,0,0,4933
0,16088,0,17872,15,0,0,4563
0,10079,0,569,8,0,0,4651
0,48863,0,71013,18,1050,3,4925
0,137402,0,950,6,200,3,4685
0,71076,1000,10000,1,0,0,4820
0,20630,0,2045,4,0,0,4643
0,119180,1467,9275,20,1300,6,4657
0,54116,1846,34997,14,0,0,4848
0,36665,0,1625,6,0,0,4747
0,507371,0,51765,18,450,1,4770
0,48721,0,18781,12,300,3,4672
0,391222,0,27471,20,1600,7,4905
0,88668,0,9889,15,100,1,4903
0,46074,0,2193,11,0,0,4419
0,1923,0,1170,2,0,0,4615
0,46030,0,4375,27,0,0,4566
0,31236,0,2250,13,0,0,4523
0,18351,0,0,0,0,0,4744
0,4779,0,600,2,0,0,4926
0,124775,1704,11564,8,700,2,4847
0,66923,0,17139,12,0,0,4875
0,24008,0,540,3,0,0,4901
0,118415,2329,4475,10,100,1,4545
0,2793,0,8000,3,0,0,4588
0,70464,0,4000,4,1000,2,4889
0,71930,0,32774,13,500,1,4300
0,126484,0,5942,13,3192,11,4758
0,39503,0,16671,18,2339,2,4884
0,7291,0,0,0,0,0,4104
0,4838,0,23592,16,500,1,5024
0,73811,0,25394,14,1000,2,5021
0,156219,0,55874,24,0,0,5015
0,114376,0,33949,15,0,0,5009
0,23965,0,7308,16,550,3,5003
0,45766,0,4550,11,1300,7,5002
0,57857,1099,62650,37,12400,29,4996
0,19998,0,4309,13,0,0,4995
0,29506,0,4826,16,500,2,4993
0,6020,1505,0,0,0,0,4986
0,27989,0,25369,16,2729,2,4981
0,21933,0,27166,15,550,1,4974
0,58758,0,6500,38,0,0,4974
0,86069,0,35282,21,0,0,4972
0,8350,0,2125,10,0,0,4967
0,26862,0,15510,15,0,0,4965
0,133853,0,68136,14,0,0,4960
0,72623,0,0,0,0,0,4957
0,36887,0,9048,11,0,0,4951
0,49737,0,60922,22,550,2,4946
0,53869,0,6750,26,0,0,4940
0,5264,0,0,0,0,0,4496
0,132132,6920,20443,18,1310,4,3916
0,319241,0,71867,36,0,0,4692
0,333346,2139,52013,31,4309,12,4469
0,22459,0,104,2,0,0,4215
0,65021,0,10369,12,0,0,3547
0,44205,0,28340,13,0,0,3676
0,18433,0,3174,9,0,0,3930
0,6341,0,3658,12,0,0,3706
0,3641,0,1164,3,0,0,3603
0,39207,0,965,3,0,0,3757
0,63362,0,16331,15,350,1,3544
0,220267,0,8500,4,0,0,4716
0,329,0,23492,14,0,0,4868
0,22424,0,648,2,0,0,3951
0,36805,0,13018,16,0,0,3799
0,63437,0,7160,15,0,0,4595
0,8962,4481,0,0,0,0,4198
0,7922,0,0,0,0,0,4491
0,113731,0,1700,5,700,4,4482
0,12612,0,0,0,0,0,4170
1,45916,0,675,6,500,2,2818
0,51324,0,20533,14,0,0,4408
0,412,0,13000,1,0,0,4761
0,8103,0,2750,15,0,0,4776
0,91237,0,78864,26,0,0,4321
0,17388,0,0,0,0,0,4232
0,52046,0,1058,8,683,7,3456
0,50015,0,20839,16,50,1,4497
0,45340,0,14063,16,500,1,4660
0,200963,0,6164,4,150,1,4782
0,85884,0,7742,9,0,0,4692
0,4236,0,3000,7,0,0,4148
0,55843,0,6000,3,0,0,4341
0,43000,0,1273,4,173,1,4646
0,5573,0,1958,17,0,0,3714
0,2080,0,0,0,0,0,4635
0,43686,0,4039,12,0,0,4328
0,11001,0,255,5,0,0,4315
0,10146,0,26633,12,0,0,4509
0,35062,0,16237,26,0,0,4152
0,11866,0,6139,9,0,0,4667
0,41048,0,1195,3,0,0,4856
0,25004,0,1113,3,0,0,4860
0,194074,1448,12500,6,0,0,4701
0,65952,0,34770,14,0,0,4827
0,265532,0,4652,13,0,0,4849
0,61286,0,1500,5,0,0,4755
0,118177,0,20910,18,402,1,4811
0,183370,0,30988,14,12988,9,4848
0,98608,0,969,12,0,0,4663
0,22529,0,5115,20,3400,16,4865
0,2502,0,15500,4,500,1,4761
0,123430,0,49987,17,0,0,4798
0,36219,0,4044,10,0,0,4595
0,61405,250,32316,20,1350,8,4828
0,3789,0,181,3,0,0,4756
0,16065,0,0,0,0,0,4456
0,404142,0,75509,13,0,0,4784
0,28733,0,0,0,0,0,4650
0,26965,0,7346,13,0,0,4653
0,278437,0,50888,26,0,0,4744
0,5074,0,500,1,0,0,4730
0,43338,0,1000,4,1000,4,4275
0,23551,0,2375,12,0,0,4663
0,32015,0,6000,6,0,0,4574
0,65435,0,1000,2,500,1,4786
0,39079,0,3070,5,0,0,4750
0,108616,0,36476,13,0,0,4644
0,80154,0,47270,14,0,0,4352
0,25563,0,303,8,0,0,3511
0,18007,0,33237,15,0,0,4665
0,51752,0,25962,20,0,0,4631
0,21540,0,1188,9,0,0,4791
0,233057,0,102840,11,0,0,4791
0,196079,0,56890,21,0,0,4791
0,276607,0,11430,14,6430,11,4791
0,20681,0,0,0,0,0,4939
0,155278,0,27200,16,0,0,4926
0,194949,0,10121,13,4621,10,4930
0,307260,783,40533,24,250,1,4791
0,105588,0,22973,3,0,0,4805
0,41366,0,27148,15,0,0,4806
0,59445,0,5500,21,500,2,4843
0,130920,2643,30299,20,1100,6,4793
0,49777,2360,12241,12,0,0,4777
0,58778,0,28325,13,0,0,4919
0,38224,0,2587,10,0,0,4824
0,93700,0,58745,14,0,0,4827
0,533120,0,120983,18,0,0,4827
0,34941,0,23718,16,0,0,4755
0,115197,0,17638,24,0,0,4820
0,31230,0,815,5,815,5,4931
0,98604,0,17490,15,0,0,4919
0,385195,0,0,0,0,0,4903
0,136104,0,68988,51,2069,8,4916
0,23984,0,2737,14,0,0,4905
0,169947,0,48140,21,0,0,4895
0,71264,0,94161,17,1000,2,4903
0,71610,0,20918,14,0,0,4895
0,151152,0,13635,21,1100,1,4895
0,164178,2364,35314,23,1100,3,4883
0,18601,0,100,1,0,0,4888
0,49331,0,23572,12,100,1,4888
0,43326,0,4164,12,0,0,4881
0,12112,0,0,0,0,0,4882
0,98343,0,31961,16,0,0,4971
0,83006,0,45167,13,0,0,4906
0,110980,0,12900,8,950,4,4853
0,78032,0,24046,23,0,0,4862
0,176262,0,12678,8,150,1,4862
0,239576,0,13301,12,0,0,4849
0,642756,0,37889,15,1000,2,4841
0,41370,0,51335,9,0,0,4842
0,92905,0,1766,10,0,0,4827
0,7430,0,10500,5,0,0,4791
0,68390,0,3450,3,950,2,4754
0,18366,0,1100,3,1100,3,4783
0,197673,0,48932,15,0,0,4775
0,11789,0,28756,20,900,2,4775
0,213539,0,2750,15,0,0,4751
0,13310,0,0,0,0,0,4755
0,207395,0,55903,17,500,1,4761
0,25688,2396,3103,10,0,0,4754
0,259582,0,3833,21,1762,9,4638
0,288379,0,15942,8,1442,5,4741
0,3580,0,130,3,0,0,4730
0,84305,0,78931,15,0,0,4734
0,4780,0,0,0,0,0,4733
0,88192,0,47848,22,500,1,4784
0,105665,0,31226,13,0,0,4727
0,24756,0,7720,26,500,2,4723
0,51304,1362,11611,40,10075,36,4708
0,12404,0,1950,7,1200,4,4701
0,80988,0,4413,5,0,0,4707
0,5617,0,4400,4,400,1,4706
0,68023,0,119512,33,500,1,4702
0,108100,0,45113,17,1000,2,4699
0,17470,0,4100,9,2500,5,4691
0,138332,0,67836,17,0,0,4692
0,4087,0,500,4,0,0,4684
0,40264,0,19137,13,0,0,4684
0,13290,0,3175,5,0,0,4679
0,130761,0,52423,15,0,0,4674
0,14371,0,28723,13,0,0,4671
0,25322,0,23821,16,0,0,4673
0,55356,0,23871,15,0,0,4660
0,134501,0,59855,32,1193,2,4663
0,63311,0,29318,11,0,0,4667
0,90307,0,3150,3,650,2,4664
0,2198,0,16070,12,0,0,4658
0,43749,5583,9557,5,0,0,4664
0,7730,0,375,3,0,0,4659
0,16171,0,2875,16,0,0,4656
0,192108,1000,10200,3,200,2,4656
0,35895,0,15720,11,0,0,4649
0,46578,0,8322,12,0,0,4645
0,54309,0,6772,7,250,1,4698
0,45613,0,29117,16,350,1,4625
0,297127,0,27415,16,0,0,4631
0,93148,0,7776,18,0,0,4631
0,27905,0,3794,11,0,0,4628
0,139983,0,17289,24,100,2,4629
0,188703,0,62973,53,500,1,4625
0,19479,0,2250,4,0,0,4625
0,63635,0,5175,31,50,1,4622
0,77203,0,66817,16,0,0,4646
0,19020,0,330,3,0,0,4614
0,61172,0,6875,10,0,0,4609
0,7342,0,0,0,0,0,4604
0,62076,0,11221,15,1050,2,4603
0,13046,0,0,0,0,0,4597
0,11527,0,16874,27,3880,6,4583
0,77814,0,43914,17,0,0,4587
0,75303,0,74990,15,0,0,4598
0,7545,0,616,6,0,0,4587
0,26972,0,0,0,0,0,4587
0,184805,0,52755,22,0,0,4726
0,93971,0,62023,22,450,3,4580
0,66328,0,40522,14,0,0,4575
0,51745,0,41377,14,0,0,4606
0,64341,0,63621,13,0,0,4568
0,49708,0,0,0,0,0,4560
0,46926,0,27889,15,0,0,4554
0,199418,1000,25590,39,3199,9,4548
0,9126,0,1202,13,350,1,4554
0,95109,0,26149,8,0,0,4593
0,65706,0,21958,17,0,0,4534
0,9862,0,31280,15,0,0,4545
0,253349,0,68947,18,1000,2,4545
0,25541,0,660,3,0,0,4520
0,5580,0,60,2,0,0,4533
0,37514,0,35874,31,500,1,4537
0,67083,0,4600,4,500,1,4532
0,92646,0,27177,16,0,0,4523
0,21110,0,3402,12,0,0,4516
0,102570,0,70503,20,0,0,4524
0,15876,0,0,0,0,0,4512
0,8957,0,0,0,0,0,4509
0,5375,0,2000,9,0,0,4509
0,109114,0,31956,27,0,0,4512
0,23432,0,1162,10,0,0,4510
0,111384,0,26669,14,0,0,4505
0,69880,0,4635,5,0,0,4552
0,11289,0,1500,5,0,0,4492
0,119676,500,550,4,550,4,4485
0,21847,0,929,4,903,3,4491
0,40808,0,38612,27,400,2,4490
0,47509,0,21210,10,1000,2,4490
0,20248,0,18507,37,1700,5,4488
0,3441,0,1643,6,0,0,4484
0,35216,0,9959,14,0,0,4481
0,63036,0,9006,14,0,0,4475
0,20844,0,20844,10,0,0,4474
0,42420,0,1000,1,0,0,4461
0,36254,0,7232,7,0,0,4453
0,22412,0,11654,12,0,0,4460
0,11512,0,3667,14,0,0,4460
0,1703,0,1230,4,0,0,4390
0,51471,0,15505,32,412,1,4450
0,70518,0,2000,3,1000,2,4450
0,431824,0,30480,16,500,1,4443
0,25577,0,33420,18,0,0,4432
0,17111,0,13577,10,0,0,4434
0,99336,0,14195,14,500,1,4453
0,67612,0,0,0,0,0,4442
0,38918,0,6505,29,618,2,4442
0,72812,0,16930,17,50,1,4442
0,134937,0,500,1,0,0,4427
0,121688,0,31631,15,0,0,4420
0,162410,0,20203,17,0,0,4420
0,59821,500,4200,4,200,2,4419
0,96053,0,2200,6,2200,6,4391
0,171946,0,19198,28,0,0,4397
0,15737,0,220,3,0,0,4404
0,77814,0,14786,11,0,0,4394
0,53768,0,4798,16,450,1,4387
0,245731,0,34322,35,0,0,4385
0,87366,0,18012,16,0,0,4380
0,56461,0,40190,14,0,0,4359
0,46855,0,8845,17,0,0,4379
0,53027,0,0,0,0,0,4585
0,96610,0,66298,22,0,0,4362
0,61450,0,7927,10,0,0,4383
0,18538,0,2200,3,0,0,4344
0,28319,0,18449,13,0,0,4392
0,107360,0,15641,15,0,0,4423
0,32510,0,14568,13,0,0,4341
0,9753,0,1235,3,0,0,4343
0,13033,0,1625,6,0,0,4334
0,17609,0,803,5,803,5,4317
0,104052,0,6016,12,0,0,4331
0,13878,0,0,0,0,0,4317
0,7254,0,0,0,0,0,4323
0,12560,0,1282,6,1282,6,4324
0,94938,0,12999,21,0,0,4310
0,86143,0,29652,11,500,1,4317
0,138512,0,30130,15,50,1,4313
0,66875,0,3206,17,0,0,4308
0,96026,0,25670,19,0,0,4310
0,31572,0,0,0,0,0,4299
0,11834,0,0,0,0,0,4306
0,23552,0,36165,11,0,0,4300
0,66052,0,8380,8,0,0,4301
0,55639,0,2750,15,0,0,4299
0,68226,0,3147,8,200,2,4299
0,37953,0,62571,28,0,0,4282
0,17810,0,1375,4,0,0,4294
0,21915,0,7000,33,0,0,4289
0,32563,0,4200,3,200,1,4282
0,49479,0,5500,24,100,1,4282
0,23854,0,22498,18,250,3,4274
0,60049,0,0,0,0,0,4278
0,75112,0,35532,14,500,1,4271
0,19787,0,2016,9,500,1,4258
0,30664,0,21242,22,700,5,4268
0,91716,0,6978,12,0,0,4267
0,219174,0,4500,5,2000,4,4265
0,16495,0,18779,11,0,0,4261
0,25963,0,8183,25,0,0,4244
0,1701,0,10,1,0,0,4260
0,73852,0,0,0,0,0,4252
0,12791,0,0,0,0,0,4246
0,39020,0,1295,4,0,0,4246
0,1076,0,11379,8,0,0,4233
0,34443,1440,2125,10,0,0,4233
0,4735,0,275,2,0,0,4257
0,41279,967,3664,4,3164,3,4233
0,4708,0,1000,1,0,0,4232
0,63090,0,12059,20,350,3,4231
0,156544,0,46593,13,0,0,4225
0,12239,0,2912,5,0,0,4226
0,101464,0,14610,13,0,0,4223
0,55147,0,29219,13,0,0,4225
0,59424,0,36600,23,1000,3,4211
0,52084,0,4836,7,0,0,4222
0,368535,0,146201,21,2600,6,4210
0,116288,0,65073,18,0,0,4209
0,114508,0,29960,22,1250,8,4226
0,456509,0,500,1,500,1,4201
0,19634,0,0,0,0,0,4198
0,56258,0,38591,23,500,1,4197
0,102373,0,67212,33,6600,14,4190
0,20426,0,3993,7,3493,6,4194
0,13034,0,60000,6,0,0,4169
0,22455,0,38814,17,0,0,4175
0,11604,0,95,2,0,0,4177
0,72510,0,31469,12,0,0,4169
0,33383,0,0,0,0,0,4163
0,181200,0,7514,21,0,0,4159
0,17500,0,17500,2,0,0,4167
0,22751,0,4500,9,4500,9,4166
0,12465,0,380,3,0,0,4162
0,6316,0,0,0,0,0,4149
0,66860,0,12667,20,980,5,4155
0,975,0,350,3,0,0,4519
0,197973,0,72345,14,1029,2,4155
0,50909,0,14830,18,0,0,4135
0,79500,0,21489,15,0,0,4146
0,15875,0,24918,12,0,0,4141
0,159109,0,19554,24,1557,6,4138
0,12906,0,0,0,0,0,4124
0,14155,0,3250,19,0,0,4134
0,576,0,12082,14,0,0,4128
0,48896,0,4081,12,3397,10,4139
0,27669,0,3375,20,0,0,4127
0,21708,0,12811,13,0,0,4100
0,10643,0,40585,14,850,2,4107
0,264685,0,57505,16,0,0,4112
0,35433,0,1600,3,0,0,4113
0,162369,0,41359,15,500,1,4113
0,6206,0,375,3,0,0,4107
0,226941,1000,44771,17,0,0,4099
0,94544,0,111827,8,350,1,4105
0,128302,0,132263,32,400,2,4103
0,3664,0,0,0,0,0,4089
0,56017,0,3905,6,1668,1,4086
0,40835,0,50602,39,2250,10,4090
0,24496,0,4000,3,500,1,4086
0,36033,0,36033,13,0,0,4079
0,12766,0,1900,4,400,2,4072
0,147596,0,19175,19,16675,18,4076
0,16489,0,4851,27,0,0,4064
0,84516,0,22713,15,0,0,4063
0,74147,0,8315,16,50,1,4064
0,24887,0,0,0,0,0,4047
0,56954,0,29409,32,0,0,4051
0,8647,0,0,0,0,0,4036
0,37114,0,21623,12,0,0,4040
0,50715,0,39211,13,0,0,4051
0,149305,0,49893,19,0,0,4030
0,225665,0,4288,15,500,1,4048
0,20534,0,589,7,0,0,4021
0,3962,0,292,8,0,0,4027
0,5112,0,0,0,0,0,4020
0,67358,0,67027,34,500,1,4379
0,11925,0,400,4,400,4,4015
0,30300,0,2160,7,0,0,4002
0,39139,0,710,4,0,0,3967
0,52440,0,500,1,0,0,4026
0,23329,0,6326,3,0,0,4008
0,10679,0,13363,12,0,0,4001
0,53487,0,0,0,0,0,3991
0,355423,5009,20500,20,100,1,3963
0,9052,0,280,2,0,0,3987
0,129972,0,15081,18,500,1,3986
0,283670,0,39260,39,200,1,3972
0,189054,0,17900,25,7400,23,3985
0,150312,0,1000,1,0,0,3967
0,33517,0,1250,2,250,1,3978
0,97750,0,12616,16,600,2,4074
0,59035,0,245,4,0,0,3960
0,132335,0,30273,14,0,0,3974
0,82981,0,105325,44,1000,2,3964
0,52139,0,16314,14,250,1,3965
0,123313,0,31595,15,0,0,3959
0,131755,909,37299,16,0,0,3952
0,46440,0,5582,24,0,0,3952
0,58970,0,13467,18,0,0,3946
0,152367,0,43406,24,700,3,3938
0,80534,0,20715,17,0,0,3949
0,12184,0,1160,3,0,0,3939
0,10355,0,6510,10,0,0,3918
0,39947,0,1750,7,0,0,3922
0,3082,0,0,0,0,0,3923
0,37563,0,8142,14,0,0,3925
0,145868,0,61068,18,10042,4,3925
0,14231,0,4950,24,1700,5,3917
0,87282,0,13480,10,0,0,3911
0,11355,0,135,3,0,0,3916
0,197239,0,53412,25,250,2,3914
0,50586,0,0,0,0,0,3902
0,54388,0,27516,14,0,0,3903
0,30546,0,11304,14,0,0,3900
0,24407,0,923,10,0,0,3910
0,640169,0,82561,36,400,2,3895
0,56213,0,3207,14,350,1,3900
0,21944,0,29461,13,0,0,3900
0,76552,0,150010,36,0,0,3894
0,37244,0,38220,18,0,0,3890
0,38439,0,3318,13,0,0,3886
0,32160,0,1130,6,250,1,3883
0,126873,0,95598,32,500,1,3880
0,8000,0,2250,11,0,0,3879
0,194906,0,23780,14,200,1,3880
0,85751,0,26842,14,0,0,3711
1,15676,0,0,0,0,0,3178
0,55064,0,8041,13,0,0,3329
1,40675,0,1413,9,0,0,2895
0,7843,0,600,2,600,2,3557
0,56896,0,34019,15,0,0,3696
0,91935,0,17550,18,0,0,4216
0,50496,0,13287,26,0,0,4610
0,19896,2395,9866,11,0,0,4602
0,156853,0,37625,14,0,0,4510
0,65533,0,7595,10,0,0,4544
0,223670,0,32709,13,2227,4,4230
0,91813,0,8690,11,2000,4,3911
0,12207,0,0,0,0,0,4565
0,26421,0,1250,3,0,0,4593
0,16176,0,0,0,0,0,4170
0,44754,0,0,0,0,0,3648
0,23827,0,8125,37,1000,2,4616
0,93743,0,1210,7,650,5,4676
0,4787,0,3125,8,500,1,4734
0,179472,0,11289,15,0,0,4708
0,73639,0,4709,10,2709,9,4341
0,76077,0,500,4,0,0,4616
0,66456,0,3500,4,1000,2,4679
0,14273,0,0,0,0,0,4341
0,134346,0,100210,18,0,0,4485
0,37693,0,30546,7,0,0,4671
0,11961,0,11961,10,0,0,4646
0,63311,0,90181,34,950,6,4604
0,20678,0,2155,8,0,0,3862
0,5316,0,1134,4,0,0,4610
0,86511,0,5000,6,2000,4,4625
0,133831,0,100,1,100,1,4588
0,30306,0,2500,1,0,0,4309
0,95925,0,7337,22,350,2,4625
0,35080,3867,0,0,0,0,4562
0,14304,0,0,0,0,0,4600
0,115385,0,5890,15,1250,7,4546
0,66411,1000,34826,19,3001,9,4211
0,6978,0,610,3,0,0,4349
0,39909,0,2682,14,0,0,4470
0,8767,0,6589,8,3892,6,4394
0,25544,0,3271,7,0,0,4580
0,166417,0,28607,11,0,0,4357
0,69555,0,21957,16,250,1,4390
0,2344,0,1478,10,0,0,4481
0,8780,0,2750,15,0,0,4237
0,111064,0,12700,7,2700,6,4547
0,44654,0,48874,16,0,0,4530
0,32678,0,0,0,0,0,4481
0,327126,1452,97997,25,350,3,4440
0,76387,0,3588,7,0,0,4442
0,268097,0,26933,25,0,0,4105
0,52195,0,35847,13,0,0,4476
0,137778,0,19557,18,0,0,4599
0,354807,0,6000,12,3500,11,4597
0,3056,0,1200,3,0,0,4363
0,101901,0,17898,22,100,1,4433
0,34182,0,0,0,0,0,3967
0,7371,0,1375,4,0,0,4505
0,178733,0,26465,22,1800,4,4537
0,87553,0,15681,14,0,0,4547
0,14614,0,2275,3,0,0,4567
0,91259,0,60609,12,0,0,4531
0,23997,0,250,2,250,2,4204
0,37202,0,15000,4,0,0,4511
0,53232,888,80696,65,22100,45,3831
0,54594,0,14402,14,0,0,4233
0,57474,0,5535,7,0,0,4364
0,20111,0,5653,12,0,0,4468
0,45950,0,38921,22,750,2,4302
0,67948,0,2750,5,650,3,4226
0,216498,0,43083,24,2500,5,4440
0,100649,0,4000,3,500,1,4457
0,52713,0,16273,13,100,1,4449
0,186892,0,63444,13,500,1,3732
0,11690,0,17615,17,0,0,4417
0,144697,0,2000,1,0,0,4420
0,75179,0,1015,2,0,0,4118
0,19850,0,500,1,500,1,4376
0,96154,0,7052,15,0,0,4433
0,55778,0,6500,12,500,1,3704
0,36227,0,7230,14,0,0,3736
0,93848,0,1600,4,1500,3,4475
0,41153,0,28686,15,0,0,4404
0,20789,0,0,0,0,0,4279
0,121992,6057,3200,4,600,2,4257
0,37911,0,2250,11,0,0,4385
0,233656,0,41941,14,500,1,4266
0,41133,0,635,3,0,0,4419
0,60864,0,23364,19,50,1,4436
0,90526,0,2000,9,0,0,4488
1,15148,0,15148,3,0,0,269
0,5393,0,0,0,0,0,4517
0,434,0,15530,5,0,0,3628
0,81055,0,14344,14,0,0,4610
0,31360,0,821,7,0,0,4488
0,156885,0,38601,19,0,0,4534
0,4148,0,13504,18,0,0,4607
0,63820,0,13981,15,0,0,4608
0,379744,2081,19191,17,1850,11,4608
0,76659,0,0,0,0,0,4608
0,40724,0,29481,14,0,0,4007
0,146173,0,13871,17,0,0,4414
0,26055,0,647,9,0,0,4464
0,68,0,590,1,0,0,3937
0,50001,0,4853,12,0,0,4023
0,122506,0,21022,13,0,0,4408
0,126886,0,9120,17,0,0,4044
0,42342,0,11408,23,11408,23,4331
0,58898,0,23050,15,50,1,4328
0,45735,0,10085,3,0,0,4239
0,77225,0,30646,15,0,0,4282
0,59874,0,0,0,0,0,3986
0,30868,0,405,3,0,0,4226
0,34257,0,2010,4,0,0,4309
0,42639,0,7366,12,0,0,4181
0,771,0,40256,4,0,0,4203
0,89708,0,8000,4,0,0,3173
0,75892,0,8738,15,0,0,4160
0,140918,0,69760,32,0,0,3883
0,475338,0,39680,22,700,4,3355
0,14426,0,0,0,0,0,4096
0,29559,0,28969,16,0,0,4236
0,113113,0,10736,13,0,0,4307
0,73027,0,34002,19,0,0,4063
0,17386,0,0,0,0,0,3771
0,9310,0,500,1,500,1,4272
0,11023,0,0,0,0,0,4328
0,55406,0,38118,18,500,1,4310
0,47638,0,0,0,0,0,3739
0,30040,0,8636,8,500,1,3873
0,24787,0,1000,1,0,0,3930
0,40758,0,3500,4,1000,2,4299
0,726,0,0,0,0,0,4268
0,40686,0,260,2,0,0,4177
0,16626,0,2500,13,0,0,4329
0,18944,0,300,3,300,3,3932
0,114949,0,87136,24,600,2,4294
0,32522,0,5971,4,471,2,4042
0,86533,0,3700,4,700,2,3600
0,166470,0,9574,16,0,0,4194
0,10797,0,0,0,0,0,3581
0,131618,0,46473,16,0,0,4274
0,77523,1112,11050,5,1000,2,4274
0,47905,0,14575,16,2000,4,4245
0,28695,0,0,0,0,0,4173
0,15253,0,5427,8,0,0,4373
0,193818,0,16327,13,0,0,3768
0,30556,0,950,5,550,3,4361
0,22678,0,2125,7,0,0,4068
1,89430,0,24314,18,0,0,1547
0,26522,0,18479,13,0,0,4358
0,59913,0,2210,5,150,1,3481
0,16516,0,500,1,0,0,4275
1,49050,0,18436,16,0,0,2426
0,27981,0,63004,17,0,0,2921
1,4939,0,1000,1,0,0,2515
0,26077,0,6768,4,0,0,3487
0,110893,0,4653,6,0,0,3645
0,56455,0,6000,3,0,0,4218
1,32699,0,1500,2,500,1,3167
0,109790,0,16108,4,0,0,3123
0,166681,0,107645,25,0,0,3287
1,145233,0,9366,5,4866,3,2626
1,1054,0,15147,3,0,0,3133
0,27532,0,4639,13,0,0,3939
0,62464,0,5675,16,500,1,3820
0,4041,0,0,0,0,0,3344
0,28138,0,6330,29,0,0,3847
0,33010,0,0,0,0,0,3915
1,45687,0,45,2,0,0,2269
0,12981,0,0,0,0,0,4246
0,168246,1514,4600,4,100,2,4103
0,75505,0,30850,17,500,1,4007
0,55591,0,8817,13,0,0,3693
0,37358,0,50488,19,0,0,3967
0,33803,0,6100,34,0,0,4079
0,2500,0,2500,1,0,0,3717
0,140527,0,3500,14,0,0,4023
0,5360,0,0,0,0,0,4392
0,124430,0,15523,17,1200,8,4054
0,240007,0,46771,14,0,0,4048
0,245021,0,13639,15,180,1,3984
0,53518,0,73933,30,400,1,3930
0,122545,0,269,4,250,1,3834
0,192889,0,10500,5,0,0,4096
0,227776,0,47286,19,2276,5,3980
0,37833,0,48172,15,500,1,3551
0,48256,0,9690,2,0,0,3979
0,99704,2704,15750,12,0,0,4106
0,394999,0,4150,5,150,3,3599
0,82497,0,0,0,0,0,3565
0,15326,7663,0,0,0,0,4140
0,32619,0,1070,7,0,0,3846
0,57017,0,2495,11,0,0,3854
0,252741,0,29296,19,635,3,4189
0,49375,0,23628,14,0,0,3797
0,25341,0,38,4,0,0,3995
0,45150,0,18907,13,0,0,4141
0,187462,0,10500,5,500,4,3953
0,19132,0,9124,17,0,0,3915
0,196967,0,38490,37,9550,20,4008
0,13040,0,500,1,0,0,3972
0,184301,0,6454,13,3954,12,4010
0,36294,0,0,0,0,0,3956
0,89840,0,7048,14,0,0,3819
0,6914,0,1500,1,0,0,3915
0,28493,0,21845,22,300,1,3932
0,111793,0,500,1,0,0,4057
0,18700,0,870,2,0,0,3995
0,53957,0,7000,4,500,1,4133
0,135770,0,4700,5,200,3,4215
0,189784,0,35464,18,2197,4,4190
0,60076,0,45582,9,0,0,3935
0,3522,0,3522,4,0,0,3916
0,36736,0,0,0,0,0,4134
0,100634,0,69669,28,1540,12,4193
0,88918,0,5537,14,0,0,4180
0,245045,0,25039,16,500,1,4173
0,37948,0,19213,43,0,0,3914
0,81552,0,7703,8,0,0,3855
0,118067,0,8715,12,0,0,3718
0,268314,0,29968,14,500,1,3869
0,135488,0,57787,16,0,0,4117
0,68243,0,10012,22,903,3,3888
0,56693,3953,20454,11,0,0,3893
0,194875,0,7550,6,1050,3,3831
0,206155,0,28447,17,0,0,3848
0,35425,0,4125,19,0,0,3834
0,161579,0,7688,21,5688,20,3811
0,11314,1000,741,4,0,0,3845
0,119531,0,60503,43,250,1,4002
0,48433,0,4300,5,800,3,3673
0,10872,0,4500,27,0,0,3882
0,109268,0,7401,17,750,1,4034
0,105160,0,20458,21,0,0,3732
0,90919,0,44430,17,0,0,3739
0,50230,0,4149,9,800,4,3727
1,74538,0,18835,21,0,0,2726
0,4606,0,4320,6,0,0,3501
0,61617,0,23495,13,0,0,3972
1,15275,0,75,2,0,0,2761
0,112891,0,500,1,500,1,3909
0,41176,0,7624,7,2624,4,3729
0,81251,0,19500,6,0,0,3958
